Table_Number,Year,Measure,Age,Indigenous_Status,Service_Type,Client_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Total,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,50.2,54.0,47.3,50.3,42.5,41.7,43.4,59.5,50.8
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Crisis,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,12.9,3.5,6.6,7.5,7.5,3.9,8.9,7.2,7.2
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Transitional Housing (incl. rent free),,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.7,1.9,1.1,1.7,2.0,0.8,2.1,4.9,1.7
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Caravan park rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.1,1.1,1.4,1.1,0.7,1.1,1.8,0.5,1.1
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Institutional setting,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.1,8.0,1.5,2.3,3.2,3.9,5.5,3.8,4.4
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Improvised dwelling/sleeping rough,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.4,7.3,10.4,11.2,11.2,12.0,8.0,5.4,7.6
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Boarding/rooming house,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,8.4,8.4,9.8,11.7,8.8,8.1,6.6,7.1,8.8
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Other (no tenure),,,AIHW (unpublished) Specialist Homelessness Services Collection,%,18.2,15.7,22.0,14.1,24.2,28.5,23.6,11.6,18.2
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Total,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,49.8,46.0,52.7,49.7,57.5,58.3,56.6,40.5,49.2
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Purchasing/purchased own home,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.7,0.8,0.7,1.8,0.9,0.8,1.0,0.5,1.1
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Private rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,39.9,45.7,37.7,36.7,37.1,32.2,25.1,12.8,40.8
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Public housing rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,15.2,11.9,16.5,16.5,20.3,17.3,30.1,44.6,15.3
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Community housing rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,6.2,2.2,6.7,3.1,8.5,8.9,6.7,7.5,4.9
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Other rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.9,1.7,2.2,2.1,3.7,1.6,4.0,1.8,2.3
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Total,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,65.9,62.4,63.8,60.3,70.5,60.7,67.0,67.2,64.4
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Crisis,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,6.5,3.1,4.7,6.9,3.6,2.3,4.7,7.2,4.6
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Transitional Housing (incl. rent free),,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.4,1.6,2.1,1.6,1.8,1.4,2.7,6.8,2.0
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Caravan park rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.2,1.1,1.2,1.1,0.8,1.2,0.2,0.3,1.1
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Institutional setting,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.8,6.7,1.3,1.4,2.3,2.2,3.6,1.8,3.5
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Improvised dwelling/sleeping rough,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.9,5.0,4.6,7.0,3.1,5.8,4.6,2.5,4.2
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Boarding/rooming house,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,7.6,9.0,9.2,10.7,8.8,8.0,5.8,5.2,8.5
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Other (no tenure),,,AIHW (unpublished) Specialist Homelessness Services Collection,%,11.8,11.1,13.2,11.1,9.0,18.4,11.4,8.9,11.7
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Total,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,34.1,37.6,36.2,39.7,29.5,39.3,33.0,32.8,35.6
19A.34,2022-23,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,Housing/accommodation assistance,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander clients,Clients who needed assistance to obtain or maintain independent housing,Total,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,10439.0,4800.0,6498.0,1998.0,1256.0,571,208,1054.0,26287.0
19A.34,2022-23,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,Housing/accommodation assistance,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander clients,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Purchasing/purchased own home,,AIHW (unpublished) Specialist Homelessness Services Collection,%,0.5,0.5,0.3,0.2,0.8,0.2,1.2,0.4,0.4
19A.34,2022-23,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,Housing/accommodation assistance,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander clients,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Private rental,,AIHW (unpublished) Specialist Homelessness Services Collection,%,20.8,27.7,21.3,11.3,15.6,18.4,10.2,4.1,20.5
19A.34,2022-23,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,Housing/accommodation assistance,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander clients,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Public housing rental,,AIHW (unpublished) Specialist Homelessness Services Collection,%,15.2,14.1,15.6,20.9,14.0,3.5,10.8,30.0,16.0
19A.34,2022-23,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,Housing/accommodation assistance,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander clients,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Community housing rental,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.1,4.0,4.7,5.6,7.5,5.4,1.2,5.9,4.9
19A.34,2022-23,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,Housing/accommodation assistance,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander clients,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Other rental,,AIHW (unpublished) Specialist Homelessness Services Collection,%,3.5,2.1,2.0,2.1,2.8,1.0,4.8,2.3,2.7
19A.34,2022-23,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,Housing/accommodation assistance,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander clients,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Total,,AIHW (unpublished) Specialist Homelessness Services Collection,%,45.1,48.4,43.9,40.1,40.7,28.5,28.1,42.7,44.5
19A.34,2022-23,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,Housing/accommodation assistance,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander clients,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Crisis,,AIHW (unpublished) Specialist Homelessness Services Collection,%,15.9,7.4,6.8,7.8,8.4,8.1,9.0,12.4,10.7
19A.34,2022-23,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,Housing/accommodation assistance,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander clients,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Transitional Housing (incl. rent free),,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.4,2.6,0.9,3.2,5.6,0.6,10.8,6.2,2.1
