"Table_Number","Year","Measure","Indigenous_Status","Remoteness","Housing_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","All households","Social connection","","","RSE","AIHW (unpublished) National Social Housing Survey","%","3.1","1.6","0.9","1.3","1.8","1.6","1.4","1.4","","0.9"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","All households","Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","95.8","96.3","98.0","96.8","96.0","96.6","96.8","97.9","","96.6"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","All households","Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","2.8","1.8","1.0","1.7","2.1","1.9","1.6","1.6","","0.9"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","All households","Economic participation","","","RSE","AIHW (unpublished) National Social Housing Survey","%","1.5","0.9","0.5","0.9","1.1","1.0","0.9","0.8","","0.5"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing and Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","82.8","85.3","87.8","89.7","84.4","83.0","84.9","86.7","","85.6"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing and Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","5.4","3.3","2.2","2.9","3.8","3.8","3.2","3.4","","1.7"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing and Economic participation","","","RSE","AIHW (unpublished) National Social Housing Survey","%","3.3","2.0","1.3","1.7","2.3","2.3","1.9","2.0","","1.0"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","All households","Social and Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","77.6","82.5","87.0","85.4","81.7","83.8","85.9","85.5","","82.6"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","All households","Social and Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","6.0","3.6","2.3","3.5","4.1","3.8","3.2","3.7","","1.9"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","All households","Social and Economic participation","","","RSE","AIHW (unpublished) National Social Housing Survey","%","4.0","2.2","1.3","2.1","2.6","2.3","1.9","2.2","","1.2"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing and Social connection","","","","AIHW (unpublished) National Social Housing Survey","%","77.9","80.9","85.5","87.2","81.3","80.4","81.6","83.0","","81.9"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing and Social connection","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","6.1","3.7","2.4","3.4","4.2","4.1","3.5","3.9","","1.9"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing and Social connection","","","RSE","AIHW (unpublished) National Social Housing Survey","%","4.0","2.3","1.4","2.0","2.6","2.6","2.2","2.4","","1.2"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Self-reported benefit","All households","Wellbeing","Enjoy better health","","","AIHW (unpublished) National Social Housing Survey","%","75.2","80.3","85.9","82.7","81.1","83.7","80.6","83.8","","80.6"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Self-reported benefit","All households","Wellbeing","Enjoy better health","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","6.5","4.1","2.6","4.3","4.7","4.2","3.9","4.3","","2.1"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Self-reported benefit","All households","Wellbeing","Enjoy better health","","RSE","AIHW (unpublished) National Social Housing Survey","%","4.4","2.6","1.6","2.6","2.9","2.6","2.5","2.6","","1.4"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Self-reported benefit","All households","Wellbeing","Feel more settled","","","AIHW (unpublished) National Social Housing Survey","%","92.9","93.2","94.1","96.0","94.8","94.0","94.1","95.0","","93.9"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Self-reported benefit","All households","Wellbeing","Feel more settled","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","3.9","2.5","1.6","2.0","2.4","2.5","2.2","2.5","","1.2"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Self-reported benefit","All households","Wellbeing","Feel more settled","","RSE","AIHW (unpublished) National Social Housing Survey","%","2.2","1.3","0.9","1.1","1.3","1.4","1.2","1.3","","0.7"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Self-reported benefit","All households","Wellbeing","Feel more able to cope with life events","","","AIHW (unpublished) National Social Housing Survey","%","83.5","86.0","90.1","88.2","87.5","85.4","87.0","90.4","","86.7"
