"Table_Number","Year","Measure","Age","Indigenous_Status","Service_Type","Client_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Crisis","","AIHW (unpublished) Specialist Homelessness Services Collection","%","14.0","6.9","6.8","8.6","7.9","5.4","11.8","7.8","9.8"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Transitional Housing (incl. rent free)","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.2","2.9","0.9","1.4","13.0","1.0","2.4","5.6","2.2"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Caravan park rental","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.2","1.4","1.8","1.2","0.5","0.6","0","0.3","1.3"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Institutional setting","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.9","7.6","1.0","1.9","3.5","3.4","10.0","3.0","2.8"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Improvised dwelling/sleeping rough","","AIHW (unpublished) Specialist Homelessness Services Collection","%","4.5","6.9","9.0","12.5","6.9","8.5","11.2","7.9","6.9"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Boarding/rooming house","","AIHW (unpublished) Specialist Homelessness Services Collection","%","8.0","7.0","11.3","12.3","6.1","9.9","5.3","6.5","8.9"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Other (no tenure)","","AIHW (unpublished) Specialist Homelessness Services Collection","%","20.9","17.7","25.7","24.8","21.5","31.2","32.9","18.8","22.1"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Total","","AIHW (unpublished) Specialist Homelessness Services Collection","%","51.6","50.5","56.6","62.6","59.3","60.0","73.5","50.0","54.0"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Purchasing/purchased own home","","AIHW (unpublished) Specialist Homelessness Services Collection","%","0.5","0.5","0.1","0.5","0.1","0.6","0","0","0.4"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Private rental","","AIHW (unpublished) Specialist Homelessness Services Collection","%","25.2","31.5","25.7","12.8","21.6","26.2","14.7","4.1","24.3"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Public housing rental","","AIHW (unpublished) Specialist Homelessness Services Collection","%","22.7","20.2","21.6","24.8","30.8","11.5","27.6","39.6","23.2"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Community housing rental","","AIHW (unpublished) Specialist Homelessness Services Collection","%","9.3","4.8","6.5","5.4","10.9","10.7","2.9","5.5","7.5"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Other rental","","AIHW (unpublished) Specialist Homelessness Services Collection","%","3.9","1.6","2.8","2.5","3.5","3.2","4.7","2.1","3.0"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Total","","AIHW (unpublished) Specialist Homelessness Services Collection","%","61.5","58.5","56.7","46.0","66.9","52.1","50.0","51.3","58.4"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Crisis","","AIHW (unpublished) Specialist Homelessness Services Collection","%","7.6","5.9","4.5","5.3","3.6","4.0","6.5","10.0","6.1"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Transitional Housing (incl. rent free)","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.1","3.1","1.2","1.7","6.9","1.0","5.9","6.5","2.4"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Caravan park rental","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.1","1.2","1.4","1.0","0.7","1.0","0","0.5","1.1"
